('2-faced', 'pos'),
('unorthodoxy', 'pos'),
('unpleasant', 'pos'),
('unpleasantries', 'pos'),
('unpopular', 'pos'),
('unpredictable', 'pos'),
('unprepared', 'pos'),
('unproductive', 'pos'),
('unprofitable', 'pos'),
('unprove', 'pos'),
('unproved', 'pos'),
('unproven', 'pos'),
('unproves', 'pos'),
('unproving', 'pos'),
('unqualified', 'pos'),
('unravel', 'pos'),
('unraveled', 'pos'),
('unreachable', 'pos'),
('unreadable', 'pos'),
('unrealistic', 'pos'),
('unreasonable', 'pos'),
('unreasonably', 'pos'),
('unrelenting', 'pos'),
('unrelentingly', 'pos'),
('unreliability', 'pos'),
('unreliable', 'pos'),
('unresolved', 'pos'),
('unresponsive', 'pos'),
('unrest', 'pos'),
('unruly', 'pos'),
('unsafe', 'pos'),
('unsatisfactory', 'pos'),
('unsavory', 'pos'),
('unscrupulous', 'pos'),
('unscrupulously', 'pos'),
('unsecure', 'pos'),
('unseemly', 'pos'),
('unsettle', 'pos'),
('unsettled', 'pos'),
('unsettling', 'pos'),
('unsettlingly', 'pos'),
('unskilled', 'pos'),
('unsophisticated', 'pos'),
('unsound', 'pos'),
('unspeakable', 'pos'),
('unspeakablely', 'pos'),
('unspecified', 'pos'),
('unstable', 'pos'),
('unsteadily', 'pos'),
('unsteadiness', 'pos'),
('unsteady', 'pos'),
('unsuccessful', 'pos'),
('unsuccessfully', 'pos'),
('unsupported', 'pos'),
('unsupportive', 'pos'),
('unsure', 'pos'),
('unsuspecting', 'pos'),
('unsustainable', 'pos'),
('untenable', 'pos'),
('untested', 'pos'),
('unthinkable', 'pos'),
('unthinkably', 'pos'),
('untimely', 'pos'),
('untouched', 'pos'),
('untrue', 'pos'),
('untrustworthy', 'pos'),
('untruthful', 'pos'),
('unusable', 'pos'),
('unusably', 'pos'),
('unuseable', 'pos'),
('unuseably', 'pos'),
('unusual', 'pos'),
('unusually', 'pos'),
('unviewable', 'pos'),
('unwanted', 'pos'),
('unwarranted', 'pos'),
('unwatchable', 'pos'),
('unwelcome', 'pos'),
('unwell', 'pos'),
('unwieldy', 'pos'),
('unwilling', 'pos'),
('unwillingly', 'pos'),
('unwillingness', 'pos'),
('unwise', 'pos'),
('unwisely', 'pos'),
('unworkable', 'pos'),
('unworthy', 'pos'),
('unyielding', 'pos'),
('upbraid', 'pos'),
('upheaval', 'pos'),
('uprising', 'pos'),
('uproar', 'pos'),
('uproarious', 'pos'),
('uproariously', 'pos'),
('uproarous', 'pos'),
('uproarously', 'pos'),
('uproot', 'pos'),
('upset', 'pos'),
('upseting', 'pos'),
('upsets', 'pos'),
('upsetting', 'pos'),
('upsettingly', 'pos'),
('urgent', 'pos'),
('useless', 'pos'),
('usurp', 'pos'),
('usurper', 'pos'),
('utterly', 'pos'),
('vagrant', 'pos'),
('vague', 'pos'),
('vagueness', 'pos'),
('vain', 'pos'),
('vainly', 'pos'),
('vanity', 'pos'),
('vehement', 'pos'),
('vehemently', 'pos'),
('vengeance', 'pos'),
('vengeful', 'pos'),
('vengefully', 'pos'),
('vengefulness', 'pos'),
('venom', 'pos'),
('venomous', 'pos'),
('venomously', 'pos'),
('vent', 'pos'),
('vestiges', 'pos'),
('vex', 'pos'),
('vexation', 'pos'),
('vexing', 'pos'),
('vexingly', 'pos'),
('vibrate', 'pos'),
('vibrated', 'pos'),
('vibrates', 'pos'),
('vibrating', 'pos'),
('vibration', 'pos'),
('vice', 'pos'),
('vicious', 'pos'),
('viciously', 'pos'),
('viciousness', 'pos'),
('victimize', 'pos'),
('vile', 'pos'),
('vileness', 'pos'),
('vilify', 'pos'),
('villainous', 'pos'),
('villainously', 'pos'),
('villains', 'pos'),
('villian', 'pos'),
('villianous', 'pos'),
('villianously', 'pos'),
('villify', 'pos'),
('vindictive', 'pos'),
('vindictively', 'pos'),
('vindictiveness', 'pos'),
('violate', 'pos'),
('violation', 'pos'),
('violator', 'pos'),
('violators', 'pos'),
('violent', 'pos'),
('violently', 'pos'),
('viper', 'pos'),
('virulence', 'pos'),
('virulent', 'pos'),
('virulently', 'pos'),
('virus', 'pos'),
('vociferous', 'pos'),
('vociferously', 'pos'),
('volatile', 'pos'),
('volatility', 'pos'),
('vomit', 'pos'),
('vomited', 'pos'),
('vomiting', 'pos'),
('vomits', 'pos'),
('vulgar', 'pos'),
('vulnerable', 'pos'),
('wack', 'pos'),
('wail', 'pos'),
('wallow', 'pos'),
('wane', 'pos'),
('waning', 'pos'),
('wanton', 'pos'),
('war-like', 'pos'),
('warily', 'pos'),
('wariness', 'pos'),
('warlike', 'pos'),
('warned', 'pos'),
('warning', 'pos'),
('warp', 'pos'),
('warped', 'pos'),
('wary', 'pos'),
('washed-out', 'pos'),
('waste', 'pos'),
('wasted', 'pos'),
('wasteful', 'pos'),
('wastefulness', 'pos'),
('wasting', 'pos'),
('water-down', 'pos'),
('watered-down', 'pos'),
('wayward', 'pos'),
('weak', 'pos'),
('weaken', 'pos'),
('weakening', 'pos'),
('weaker', 'pos'),
('weakness', 'pos'),
('weaknesses', 'pos'),
('weariness', 'pos'),
('wearisome', 'pos'),
('weary', 'pos'),
('wedge', 'pos'),
('weed', 'pos'),
('weep', 'pos'),
('weird', 'pos'),
('weirdly', 'pos'),
('wheedle', 'pos'),
('whimper', 'pos'),
('whine', 'pos'),
('whining', 'pos'),
('whiny', 'pos'),
('whips', 'pos'),
('whore', 'pos'),
('whores', 'pos'),
('wicked', 'pos'),
('wickedly', 'pos'),
('wickedness', 'pos'),
('wild', 'pos'),
('wildly', 'pos'),
('wiles', 'pos'),
('wilt', 'pos'),
('wily', 'pos'),
('wimpy', 'pos'),
('wince', 'pos'),
('wobble', 'pos'),
('wobbled', 'pos'),
('wobbles', 'pos'),
('woe', 'pos'),
('woebegone', 'pos'),
('woeful', 'pos'),
('woefully', 'pos'),
('womanizer', 'pos'),
('womanizing', 'pos'),
('worn', 'pos'),
('worried', 'pos'),
('worriedly', 'pos'),
('worrier', 'pos'),
('worries', 'pos'),
('worrisome', 'pos'),
('worry', 'pos'),
('worrying', 'pos'),
('worryingly', 'pos'),
('worse', 'pos'),
('worsen', 'pos'),
('worsening', 'pos'),
('worst', 'pos'),
('worthless', 'pos'),
('worthlessly', 'pos'),
('worthlessness', 'pos'),
('wound', 'pos'),
('wounds', 'pos'),
('wrangle', 'pos'),
('wrath', 'pos'),
('wreak', 'pos'),
('wreaked', 'pos'),
('wreaks', 'pos'),
('wreck', 'pos'),
('wrest', 'pos'),
('wrestle', 'pos'),
('wretch', 'pos'),
('wretched', 'pos'),
('wretchedly', 'pos'),
('wretchedness', 'pos'),
('wrinkle', 'pos'),
('wrinkled', 'pos'),
('wrinkles', 'pos'),
('wrip', 'pos'),
('wripped', 'pos'),
('wripping', 'pos'),
('writhe', 'pos'),
('wrong', 'pos'),
('wrongful', 'pos'),
('wrongly', 'pos'),
('wrought', 'pos'),
('yawn', 'pos'),
('zap', 'pos'),
('zapped', 'pos'),
('zaps', 'pos'),
('zealot', 'pos'),
('zealous', 'pos'),
('zealously', 'pos'),
('zombie', 'pos')
